x,y
203.200000,0.066000
220.000000,0.175760
240.000000,0.214960
260.000000,0.312080
280.000000,0.360240
300.000000,0.400400
320.000000,0.440560
340.000000,0.480720
360.000000,0.516880
380.000000,0.549520
400.000000,0.589200
420.000000,0.635680
440.000000,0.645880
460.000000,0.669840
480.000000,0.703840
500.000000,0.738000
520.000000,0.751040
540.000000,0.768320
560.000000,0.790480
580.000000,0.822640
600.000000,0.852400
620.000000,0.872480
640.000000,0.892560
660.000000,0.912640
680.000000,0.932720
700.000000,0.952800
720.000000,0.972880
740.000000,0.992960
760.000000,1.014520
780.000000,1.029560
800.000000,1.039600
820.000000,1.047280
840.000000,1.067360
860.000000,1.087440
880.000000,1.110760
900.000000,1.123600
920.000000,1.138840
940.000000,1.150880
960.000000,1.163840
980.000000,1.178960
1000.000000,1.189000
1020.000000,1.199040
1040.000000,1.209080
1060.000000,1.219120
1080.000000,1.229160
1100.000000,1.239200
1120.000000,1.249240
1140.000000,1.264000
1160.000000,1.266000
1180.000000,1.266000
1200.000000,1.275400
1220.000000,1.285440
1240.000000,1.291480
1260.000000,1.301520
1280.000000,1.311560
1300.000000,1.324000
1320.000000,1.326000
1340.000000,1.326000
1360.000000,1.331720
1380.000000,1.341760
1400.000000,1.351800
1420.000000,1.364000
1440.000000,1.368000
1460.000000,1.374000
1480.000000,1.376000
1500.000000,1.376000
1520.000000,1.382040
1540.000000,1.392080
1560.000000,1.408000
1580.000000,1.414000
1600.000000,1.415200
1620.000000,1.416000
1640.000000,1.416000
1660.000000,1.419320
1680.000000,1.426000
1700.000000,1.433400
1720.000000,1.446880
1740.000000,1.448000
1760.000000,1.448000
1780.000000,1.448000
1800.000000,1.450000
1820.000000,1.456000
1840.000000,1.456000
1860.000000,1.460000
1880.000000,1.466000
1900.000000,1.470000
1920.000000,1.470000
1940.000000,1.476000
1960.000000,1.479680
1980.000000,1.480000
1990.000000,1.480000
