x,y
2.465501,0.025747
2.759890,0.084393
3.054278,0.172261
3.348666,0.279540
3.643054,0.358621
3.937443,0.426667
4.231831,0.472644
4.526219,0.514943
4.820607,0.546207
5.114995,0.573793
5.409384,0.592184
5.703772,0.606897
5.998160,0.619770
6.292548,0.625287
6.586937,0.632644
6.881325,0.632644
7.175713,0.632644
7.470101,0.632644
7.764489,0.632644
8.058878,0.632644
8.371665,0.628966
8.666053,0.625287
8.960442,0.625287
9.254830,0.619770
9.549218,0.614253
9.843606,0.606897
10.137994,0.606897
10.432383,0.601379
10.726771,0.592184
11.021159,0.588506
11.315547,0.582989
11.701932,0.573793
11.996320,0.564598
12.290708,0.559080
12.585097,0.555402
12.879485,0.546207
13.173873,0.546207
13.468261,0.537011
13.762649,0.527816
14.057038,0.522299
14.369825,0.514943
14.664213,0.503908
14.958602,0.500230
15.252990,0.485517
15.547378,0.481839
15.841766,0.485517
16.136155,0.472644
16.430543,0.472644
16.724931,0.459770
17.019319,0.459770
17.313707,0.448736
17.608096,0.445057
17.902484,0.435862
18.196872,0.430345
18.491260,0.422989
18.785649,0.422989
19.080037,0.411954
19.374425,0.411954
19.668813,0.399080
19.981601,0.417720
