x,y
130.900000,0.046574
150.000000,0.166404
175.000000,0.492058
200.000000,0.694008
225.000000,0.911803
250.000000,1.080751
275.000000,1.272150
300.000000,1.410567
325.000000,1.539441
350.000000,1.662363
375.000000,1.773073
400.000000,1.860902
425.000000,1.957206
450.000000,2.026872
475.000000,2.095801
500.000000,2.153641
525.000000,2.214597
550.000000,2.268705
575.000000,2.321513
600.000000,2.359846
650.000000,2.448564
700.000000,2.529659
750.000000,2.596515
800.000000,2.668425
850.000000,2.735338
900.000000,2.800329
950.000000,2.865376
1000.000000,2.867974
1100.000000,3.028000
1200.000000,3.115000
1300.000000,3.190000
1400.000000,3.253000
1500.000000,3.309000
1600.000000,3.348000
1700.000000,3.374000
1800.000000,3.424000
1900.000000,3.485712
1977.800000,3.529270
