x,y
284.900000,0.008079
300.000000,0.038400
320.000000,0.078560
340.000000,0.118720
360.000000,0.158880
380.000000,0.199040
400.000000,0.237600
420.000000,0.273360
440.000000,0.309760
460.000000,0.347680
480.000000,0.377920
500.000000,0.408000
520.000000,0.446160
540.000000,0.486080
560.000000,0.496000
580.000000,0.520320
600.000000,0.552800
620.000000,0.582480
640.000000,0.602560
660.000000,0.622640
680.000000,0.642720
700.000000,0.664800
720.000000,0.682440
740.000000,0.693480
760.000000,0.703520
780.000000,0.721120
800.000000,0.741200
820.000000,0.760640
840.000000,0.773360
860.000000,0.788720
880.000000,0.800760
900.000000,0.811600
920.000000,0.821840
940.000000,0.831880
960.000000,0.841920
980.000000,0.851960
1000.000000,0.862000
1020.000000,0.870040
1040.000000,0.880080
1060.000000,0.888120
1080.000000,0.896160
1100.000000,0.906200
1120.000000,0.914240
1140.000000,0.924280
1160.000000,0.934320
1180.000000,0.944360
1200.000000,0.954400
1220.000000,0.964000
1240.000000,0.972440
1260.000000,0.976000
1280.000000,0.976000
1300.000000,0.980000
1320.000000,0.987640
1340.000000,0.997680
1360.000000,1.007720
1380.000000,1.018000
1400.000000,1.024000
1420.000000,1.029840
1440.000000,1.030000
1460.000000,1.030000
1480.000000,1.031960
1500.000000,1.042000
1520.000000,1.054000
1540.000000,1.058000
1560.000000,1.064000
1580.000000,1.068000
1600.000000,1.074000
1620.000000,1.076000
1640.000000,1.076000
1660.000000,1.076000
1680.000000,1.079360
1700.000000,1.087400
1720.000000,1.098000
1740.000000,1.098000
1760.000000,1.098000
1780.000000,1.098000
1800.000000,1.100000
1820.000000,1.106000
1840.000000,1.106000
1860.000000,1.110000
1880.000000,1.116000
1900.000000,1.120000
1920.000000,1.120000
1940.000000,1.125280
1960.000000,1.126000
1980.000000,1.130000
1990.000000,1.130000
