x,y
2.465501,0.025747
2.723091,0.068046
3.017479,0.261149
3.293468,0.402759
3.569457,0.537011
3.845446,0.647356
4.121435,0.757701
4.397424,0.840460
4.673413,0.910345
4.949402,0.961839
5.225391,1.017011
5.501380,1.053793
5.777369,1.094253
6.053358,1.127356
6.329347,1.151264
6.605336,1.173333
6.881325,1.200920
7.157314,1.213793
7.433303,1.232184
7.709292,1.246897
7.985281,1.256092
8.261270,1.274483
8.537259,1.283678
8.813247,1.292874
9.089236,1.305747
10.597976,1.335172
10.873965,1.335172
11.149954,1.338851
11.425943,1.338851
11.701932,1.338851
11.977921,1.342529
12.253910,1.342529
12.529899,1.348046
12.805888,1.348046
13.081877,1.342529
13.357866,1.348046
13.633855,1.342529
13.909844,1.342529
14.185833,1.342529
14.461822,1.342529
14.737810,1.338851
15.013799,1.333333
15.289788,1.335172
15.565777,1.329655
15.841766,1.335172
16.117755,1.329655
16.393744,1.335172
16.669733,1.329655
16.945722,1.329655
17.221711,1.324138
17.497700,1.324138
17.773689,1.324138
18.049678,1.320460
18.325667,1.320460
18.601656,1.316782
18.877645,1.316782
19.153634,1.316782
19.429623,1.316782
19.705612,1.305747
19.981601,1.316782
