x,y
2.000000000000000000e+00,5.000000000000000278e-02
3.000000000000000000e+00,3.499999999999999778e-01
4.000000000000000000e+00,7.500000000000000000e-01
5.000000000000000000e+00,1.050000000000000044e+00
6.000000000000000000e+00,1.199999999999999956e+00
8.000000000000000000e+00,1.350000000000000089e+00
1.000000000000000000e+01,1.419999999999999929e+00
1.200000000000000000e+01,1.449999999999999956e+00
1.500000000000000000e+01,1.479999999999999982e+00
1.800000000000000000e+01,1.500000000000000000e+00
2.000000000000000000e+01,1.479999999999999982e+00
