x,y
2.000000000000000000e+00,-1.449999999999999956e+00
4.000000000000000000e+00,-1.850000000000000089e+00
6.000000000000000000e+00,-3.000000000000000000e+00
7.500000000000000000e+00,-1.300000000000000044e+00
9.000000000000000000e+00,-1.899999999999999911e+00
1.200000000000000000e+01,-1.550000000000000044e+00
1.600000000000000000e+01,-1.250000000000000000e+00
2.000000000000000000e+01,-9.499999999999999556e-01
2.500000000000000000e+01,-7.500000000000000000e-01
3.000000000000000000e+01,-5.999999999999999778e-01
