x,y
358.600000,0.006000
360.000000,0.006000
380.000000,0.017760
400.000000,0.030800
420.000000,0.040840
440.000000,0.050880
460.000000,0.060920
480.000000,0.070960
500.000000,0.081000
520.000000,0.091040
540.000000,0.101080
560.000000,0.111120
580.000000,0.121160
600.000000,0.131200
620.000000,0.141240
640.000000,0.151280
660.000000,0.161320
680.000000,0.171360
700.000000,0.181400
720.000000,0.189440
740.000000,0.199480
760.000000,0.206000
780.000000,0.215560
800.000000,0.223600
820.000000,0.233640
840.000000,0.241680
860.000000,0.249720
880.000000,0.259760
900.000000,0.266000
920.000000,0.275840
940.000000,0.283880
960.000000,0.293920
980.000000,0.303960
1000.000000,0.314000
1020.000000,0.326080
1040.000000,0.330000
1060.000000,0.330000
1080.000000,0.336000
1100.000000,0.344200
1120.000000,0.350240
1140.000000,0.360280
1160.000000,0.371960
1180.000000,0.374000
1200.000000,0.378000
1220.000000,0.380000
1240.000000,0.380000
1260.000000,0.386000
1280.000000,0.395560
1300.000000,0.407200
1320.000000,0.414000
1340.000000,0.417360
1360.000000,0.423160
1380.000000,0.424000
1400.000000,0.433400
1420.000000,0.437680
1440.000000,0.438000
1460.000000,0.440000
1480.000000,0.440000
1500.000000,0.440000
1520.000000,0.450040
1540.000000,0.464000
1560.000000,0.468000
1580.000000,0.474000
1600.000000,0.474000
1620.000000,0.476000
1640.000000,0.476000
1660.000000,0.476000
1680.000000,0.476000
1700.000000,0.481400
1720.000000,0.494000
1740.000000,0.494000
1760.000000,0.494000
1780.000000,0.496000
1800.000000,0.496000
1820.000000,0.500000
1840.000000,0.500000
1860.000000,0.506000
1880.000000,0.506000
1900.000000,0.510000
1920.000000,0.516000
1940.000000,0.516000
1960.000000,0.519680
1980.000000,0.520000
1990.000000,0.520000
