x,y
145.400000,0.006000
160.000000,0.077760
180.000000,0.194720
200.000000,0.361600
220.000000,0.397920
240.000000,0.517920
260.000000,0.555040
280.000000,0.652240
300.000000,0.692400
320.000000,0.732560
340.000000,0.772720
360.000000,0.812880
380.000000,0.849520
400.000000,0.887600
420.000000,0.921360
440.000000,0.961760
460.000000,0.981840
480.000000,1.001920
500.000000,1.020000
520.000000,1.056080
540.000000,1.076160
560.000000,1.096240
580.000000,1.116320
600.000000,1.138400
620.000000,1.150240
640.000000,1.160000
660.000000,1.185280
680.000000,1.204720
700.000000,1.222400
720.000000,1.232440
740.000000,1.242480
760.000000,1.254080
780.000000,1.281120
800.000000,1.295600
820.000000,1.309280
840.000000,1.325680
860.000000,1.338720
880.000000,1.351520
900.000000,1.365800
920.000000,1.378840
940.000000,1.389760
960.000000,1.404920
980.000000,1.414960
1000.000000,1.425000
1020.000000,1.435040
1040.000000,1.445080
1060.000000,1.455120
1080.000000,1.465160
1100.000000,1.475200
1120.000000,1.481240
1140.000000,1.491280
1160.000000,1.499320
1180.000000,1.509360
1200.000000,1.517400
1220.000000,1.527440
1240.000000,1.537480
1260.000000,1.548000
1280.000000,1.556000
1300.000000,1.556000
1320.000000,1.558640
1340.000000,1.564680
1360.000000,1.574720
1380.000000,1.584760
1400.000000,1.597600
1420.000000,1.603520
1440.000000,1.605880
1460.000000,1.606000
1480.000000,1.606000
1500.000000,1.610000
1520.000000,1.620040
1540.000000,1.634000
1560.000000,1.638000
1580.000000,1.644000
1600.000000,1.646000
1620.000000,1.646000
1640.000000,1.646000
1660.000000,1.646000
1680.000000,1.655360
1700.000000,1.663400
1720.000000,1.668000
1740.000000,1.668000
1760.000000,1.668000
1780.000000,1.676000
1800.000000,1.676000
1820.000000,1.680000
1840.000000,1.686000
1860.000000,1.686000
1880.000000,1.690000
1900.000000,1.696000
1920.000000,1.696000
1940.000000,1.700000
1960.000000,1.700000
1980.000000,1.706000
1990.000000,1.706000
