x,y
0.027561,0.005517
0.358291,0.005517
0.689022,0.005517
1.019752,0.005517
1.368856,0.005517
1.699587,0.005517
2.030317,0.005517
2.379421,0.001839
2.710152,0.000000
3.040882,0.000000
3.371612,0.000000
3.720717,0.000000
4.051447,0.005517
4.382177,0.011034
4.731282,0.014713
5.062012,0.021456
5.392742,0.021456
5.723473,0.036782
6.072577,0.040460
6.403307,0.040460
6.734038,0.040460
7.083142,0.040460
7.505742,0.040460
7.836472,0.036782
8.167203,0.036782
8.516307,0.044138
8.847037,0.044138
9.177768,0.044138
9.526872,0.044138
9.857602,0.044138
10.188333,0.044138
10.519063,0.044138
10.868167,0.049655
11.198898,0.055172
11.529628,0.058851
11.878732,0.073563
12.209463,0.073563
12.540193,0.077241
12.870923,0.091954
13.220028,0.095632
13.550758,0.104828
13.881488,0.110345
14.230593,0.117701
14.561323,0.123218
14.892053,0.128736
15.222784,0.136092
15.571888,0.136092
15.902618,0.136092
16.233349,0.147126
16.582453,0.147126
16.913183,0.147126
17.243914,0.147126
17.574644,0.150805
17.923748,0.154483
18.254479,0.154483
18.585209,0.165517
18.934313,0.165517
19.265044,0.165517
19.595774,0.165517
19.944878,0.165517
