x,y
1.500000000000000000e+00,1.000000000000000056e-01
2.500000000000000000e+00,6.999999999999999556e-01
4.000000000000000000e+00,1.100000000000000089e+00
5.000000000000000000e+00,1.280000000000000027e+00
6.000000000000000000e+00,1.379999999999999893e+00
8.000000000000000000e+00,1.479999999999999982e+00
1.000000000000000000e+01,1.530000000000000027e+00
1.200000000000000000e+01,1.550000000000000044e+00
1.500000000000000000e+01,1.560000000000000053e+00
1.800000000000000000e+01,1.520000000000000018e+00
2.000000000000000000e+01,1.449999999999999956e+00
